,food,Saturated Fats,Nutrition Density,Protein,Dietary Fiber,Caloric Value,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Rasio Lemak Jenuh ke Protein,Rasio Lemak Jenuh ke Serat,Fat Category
939,chayote cooked,0.1,47.5,1.0,4.5,35,0.0,0.0,7.2,0.1,0.022222222222222223,Normal Fat
940,apple dippers mcdonalds,0.0,238.864,0.0,0.0,33,0.0,0.0,8.2,,,Normal Fat
941,white grapefruit,0.072,131.2,1.6,2.6,78,0.036,0.032,19.8,0.04499999999999999,0.02769230769230769,Normal Fat
942,cherimoya,0.5,54.8,3.7,7.1,176,0.1,0.4,41.6,0.13513513513513511,0.07042253521126761,Normal Fat
943,melon balls,0.1,45.3,1.5,1.2,57,0.032,0.2,13.7,0.06666666666666667,0.08333333333333334,Normal Fat
944,golden delicious apple,0.0,18.014,0.3,2.6,62,0.0,0.0,14.8,0.0,0.0,Normal Fat
945,pokeberry shoots raw,0.0,13.9,4.2,2.7,37,0.0,0.0,5.9,0.0,0.0,Normal Fat
946,cranberries,0.089,7.473,0.2,1.6,21,0.011,0.096,5.4,0.44499999999999995,0.055624999999999994,Normal Fat
947,quince,0.049,16.436,0.4,1.7,52,0.033,0.089,14.1,0.1225,0.028823529411764706,Normal Fat
948,chayote raw,0.027,9.855,1.1,2.2,25,0.053,0.021,6.0,0.024545454545454544,0.012272727272727272,Normal Fat
949,orange with peel,0.036,259.9,2.1,7.2,100,0.003,0.048,24.6,0.01714285714285714,0.004999999999999999,Normal Fat
950,chokecherries,0.0,191.9,4.7,30.8,249,0.0,0.0,51.8,0.0,0.0,Normal Fat
951,mango,0.3,60.641,2.8,5.4,202,0.5,0.2,50.3,0.10714285714285715,0.05555555555555555,Normal Fat
952,wild plum,0.0,80.6,0.7,9.7,147,0.0,0.0,35.3,0.0,0.0,Normal Fat
953,jeijoa,0.3,176.8,1.7,15.6,148,0.1,0.3,37.0,0.17647058823529413,0.019230769230769232,Normal Fat
954,groundcherries,0.0,48.8,2.7,0.0,74,0.0,0.0,15.7,0.0,,Normal Fat
955,pesca,6.1,0.1,0.0,0.0,30,0.8,0.0,0.0,inf,,Normal Fat
956,persimmon,0.0,32.6,0.2,0.0,32,0.0,0.0,8.4,0.0,,Normal Fat
957,grapes,0.041,1.83,0.045,0.087,3,0.012,0.008,0.9,0.9111111111111112,0.471264367816092,Normal Fat
958,rambutan canned,0.0,106.7,1.4,1.9,175,0.0,0.0,44.7,0.0,0.0,Normal Fat
959,figs canned,0.066,12.491,0.1,0.6,14,0.066,0.045,3.8,0.66,0.11000000000000001,Normal Fat
960,prunes canned,0.072,123.9,2.0,8.9,246,0.3,0.1,65.1,0.036,0.008089887640449437,Normal Fat
961,pineapples canned,0.079,19.255,0.2,0.4,28,0.039,0.078,7.4,0.39499999999999996,0.19749999999999998,Normal Fat
962,prune plums canned,0.006,13.728,0.2,0.4,27,0.035,0.096,7.0,0.03,0.015,Normal Fat
963,tangerines canned,0.087,140.389,1.5,1.7,92,0.086,0.04,23.8,0.057999999999999996,0.05117647058823529,Normal Fat
964,fruit cocktail canned,0.03,57.508,1.1,2.4,109,0.04,0.042,28.1,0.027272727272727268,0.0125,Normal Fat
965,sour cherries canned,0.007,86.3,1.9,2.0,189,0.033,0.087,48.6,0.00368421052631579,0.0035,Normal Fat
966,mangosteen canned,0.0,70.3,0.8,3.5,143,0.0,0.0,35.1,0.0,0.0,Normal Fat
967,apricot juice,0.008,35.804,1.5,3.9,117,0.048,0.065,30.1,0.005333333333333333,0.0020512820512820513,Normal Fat
968,strawberries canned,0.064,180.9,1.4,4.3,234,0.03,0.3,59.8,0.04571428571428572,0.014883720930232559,Normal Fat
969,peach canned,0.03,58.587,1.6,3.3,110,0.026,0.067,28.9,0.01875,0.00909090909090909,Normal Fat
970,fruit salad canned,0.08,72.531,1.3,2.5,125,0.005,0.006,32.5,0.061538461538461535,0.032,Normal Fat
971,gooseberries canned,0.004,121.7,1.6,6.0,184,0.097,0.3,47.3,0.0025,0.0006666666666666666,Normal Fat
972,grapefruit canned,0.09,115.7,1.4,1.0,88,0.011,0.066,22.3,0.0642857142857143,0.09,Normal Fat
973,pear canned,0.099,19.566,0.3,1.2,38,0.049,0.034,9.8,0.33,0.0825,Normal Fat
974,raspberries canned,0.081,122.2,2.1,8.4,233,0.012,0.2,59.8,0.03857142857142857,0.009642857142857142,Normal Fat
975,papaya canned,0.1,32.371,0.001,0.6,80,0.006,0.026,21.8,100.0,0.16666666666666669,Normal Fat
976,grapes canned,0.034,57.6,1.2,1.5,98,0.072,0.006,25.2,0.028333333333333335,0.02266666666666667,Normal Fat
977,apple dried,0.088,56.1,0.6,5.1,145,0.022,0.041,39.1,0.14666666666666667,0.017254901960784313,Normal Fat
978,peach dried,0.055,97.5,3.0,7.0,199,0.2,0.3,50.8,0.018333333333333333,0.007857142857142858,Normal Fat
979,plantain chips,2.4,40.0,0.6,1.0,150,1.6,3.3,18.1,4.0,2.4,Normal Fat
980,golden raisins,0.2,240.0,5.6,6.6,498,0.016,0.2,131.2,0.03571428571428572,0.030303030303030307,Normal Fat
981,raisins seeded,0.3,205.2,4.2,11.2,488,0.036,0.3,129.5,0.07142857142857142,0.026785714285714288,Normal Fat
982,zante currants dried,0.009,258.1,5.9,9.8,408,0.003,0.3,106.7,0.0015254237288135591,0.0009183673469387754,Normal Fat
983,pear dried,0.003,44.2,0.7,2.7,94,0.01,0.065,25.1,0.004285714285714286,0.0011111111111111111,Normal Fat
984,raisins,0.005,26.474,1.0,1.4,90,0.063,0.004,23.8,0.005,0.0035714285714285718,Normal Fat
985,prune plums dried,0.01,155.5,2.7,9.4,308,0.4,0.1,81.5,0.0037037037037037034,0.0010638297872340426,Normal Fat
986,cranberries dried,0.1,120.036,0.053,6.8,370,0.2,0.8,98.8,1.886792452830189,0.014705882352941178,Normal Fat
987,figs dried,0.014,20.461,0.3,0.8,21,0.003,0.037,5.4,0.04666666666666667,0.017499999999999998,Normal Fat
988,longans dried,0.0,2.804,0.027,0.0,5,0.0,0.0,1.3,0.0,,Normal Fat
989,banana chips,8.2,36.2,0.7,2.2,147,0.6,0.2,16.5,11.714285714285714,3.7272727272727266,Normal Fat
990,lychee dried,0.076,7.431,0.01,0.1,7,0.004,0.061,1.8,7.6,0.7599999999999999,Normal Fat
991,apricot dried,0.02,9.329,0.2,0.5,17,0.083,0.031,4.4,0.09999999999999999,0.04,Normal Fat
992,longan,0.0,3.493,0.009,0.071,2,0.0,0.0,0.5,0.0,0.0,Normal Fat
993,mamey sapote,0.3,142.2,2.5,9.5,217,0.2,0.2,56.2,0.12,0.031578947368421054,Normal Fat
994,waxgourd cooked,0.026,57.8,0.7,1.8,19,0.076,0.2,4.3,0.037142857142857144,0.014444444444444444,Normal Fat
995,jackfruit,0.071,9.574,0.6,0.5,33,0.004,0.002,8.1,0.11833333333333333,0.142,Normal Fat
996,loquats,0.085,6.236,0.09,0.3,9,0.035,0.023,2.4,0.9444444444444445,0.2833333333333334,Normal Fat
997,mammy apple mamey,1.2,357.0,4.2,25.4,431,1.7,0.7,105.8,0.2857142857142857,0.047244094488188976,Normal Fat
998,nance,0.0,29.436,0.7,8.4,82,0.0,0.0,19.0,0.0,0.0,Normal Fat
999,coconut whole coconut,672.0,71.5,0.0,0.0,3336,48.0,0.0,0.0,inf,,High Fat
1000,prickly pear,0.014,14.977,0.8,3.7,42,0.038,0.2,9.9,0.017499999999999998,0.0037837837837837837,Normal Fat
1001,lychee,0.06,2.012,0.024,0.1,6,0.03,0.067,1.6,2.5,0.6,Normal Fat
1002,naranjilla lulo pulp,0.0,23.0,0.5,1.3,30,0.0,0.0,7.1,0.0,0.0,Normal Fat
1003,coconut meat dried,16.2,40.2,1.9,4.6,187,0.8,0.2,6.7,8.526315789473685,3.5217391304347827,High Fat
1004,waxgourd raw,0.036,51.4,0.5,3.8,17,0.024,0.1,4.0,0.072,0.009473684210526315,Normal Fat
1005,surinam cherry pitanga,0.0,3.056,0.045,0.0,2,0.0,0.0,0.5,0.0,,Normal Fat
1006,passion fruit,0.098,6.667,0.4,1.9,17,0.051,0.053,4.2,0.245,0.05157894736842106,Normal Fat
1007,sapodilla,0.3,107.6,0.7,9.0,141,0.9,0.05,33.9,0.4285714285714286,0.03333333333333333,Normal Fat
1008,pummelo,0.0,14.376,1.0,1.3,48,0.0,0.0,12.0,0.0,0.0,Normal Fat
1009,coconut meat,117.9,320.7,13.2,35.7,1405,5.7,1.5,60.5,8.931818181818183,3.302521008403361,High Fat
1010,soursop,0.1,127.6,2.3,7.4,149,0.2,0.2,37.9,0.04347826086956522,0.013513513513513514,Normal Fat
1011,papaya,0.1,19.422,0.7,2.5,62,0.1,0.051,15.7,0.14285714285714288,0.04,Normal Fat
1012,acerola cherry,0.074,0.707,0.079,0.077,2,0.086,0.036,0.4,0.9367088607594937,0.961038961038961,Normal Fat
1013,ohelo berries,0.0,28.7,0.5,0.0,39,0.0,0.0,9.6,0.0,,Normal Fat
1014,loganberries,0.053,91.2,2.2,7.8,81,0.023,0.3,19.1,0.02409090909090909,0.006794871794871795,Normal Fat
1015,casaba melon,0.012,71.2,1.9,1.5,48,0.046,0.012,11.2,0.006315789473684211,0.008,Normal Fat
1016,durian,0.0,13.358,0.5,1.3,51,0.0,0.0,9.5,0.0,0.0,Normal Fat
1017,coriander leaves raw,0.044,16.674,0.3,0.4,4,0.01,0.064,0.6,0.14666666666666667,0.10999999999999999,Normal Fat
1018,garden cress raw,0.052,0.886,0.2,0.063,3,0.049,0.062,0.5,0.25999999999999995,0.8253968253968254,Normal Fat
1019,pasilla peppers dried,0.0,15.4,0.9,1.9,24,0.0,0.0,3.6,0.0,0.0,Normal Fat
1020,parsley dried,0.064,6.95,0.1,0.1,1,0.086,0.093,0.3,0.64,0.64,Normal Fat
1021,ancho pepper dried,0.1,28.4,2.0,3.7,48,0.08,0.8,8.7,0.05,0.02702702702702703,Normal Fat
1022,coriander seeds,0.049,15.8,0.2,0.8,5,0.2,0.074,1.0,0.245,0.06125,Normal Fat
1023,dill weed dried,0.2,96.0,20.0,13.6,253,0.0,0.0,55.8,0.01,0.014705882352941178,Normal Fat
1024,borage,0.2,121.8,1.6,0.0,19,0.2,0.017,2.7,0.125,,Normal Fat
1025,epazote,0.0,0.363,0.059,0.051,0,0.0,0.0,0.094,0.0,0.0,Normal Fat
1026,chives dried,0.051,0.32,0.013,0.041,1,0.093,0.023,0.1,3.923076923076923,1.24390243902439,Normal Fat
1027,thyme fresh,0.07,0.545,0.091,0.1,1,0.056,0.085,0.2,0.7692307692307693,0.7000000000000001,Normal Fat
1028,butterbur,0.0,58.6,0.1,0.0,4,0.0,0.0,0.5,0.0,,Normal Fat
1029,wasabi root,0.0,269.9,6.2,10.1,142,0.0,0.0,30.6,0.0,0.0,Normal Fat
1030,rosemary dried,0.083,18.079,0.081,0.5,4,0.029,0.085,0.8,1.0246913580246915,0.166,Normal Fat
1031,ginger root,0.048,1.028,0.068,0.058,2,0.067,0.046,0.4,0.7058823529411764,0.8275862068965517,Normal Fat
1032,white pepper,0.002,2.514,0.2,0.6,7,0.049,0.032,1.6,0.01,0.0033333333333333335,Normal Fat
1033,cloves ground,0.017,16.019,0.1,0.7,6,0.037,0.2,1.4,0.17,0.02428571428571429,Normal Fat
1034,paprika,0.1,8.206,1.0,2.4,19,0.1,0.5,3.7,0.1,0.04166666666666667,Normal Fat
1035,mace ground,0.5,21.1,0.4,1.1,25,0.6,0.2,2.7,1.25,0.45454545454545453,Normal Fat
1036,bay leaf,0.08,6.316,0.086,0.2,2,0.095,0.076,0.4,0.930232558139535,0.39999999999999997,Normal Fat
1037,eppaw,0.0,38.5,4.6,0.0,150,0.0,0.0,31.7,0.0,,Normal Fat
1038,tarragon dried,0.01,7.752,0.1,0.038,2,0.081,0.068,0.3,0.09999999999999999,0.2631578947368421,Normal Fat
1039,ginger ground,0.088,4.327,0.2,0.3,6,0.021,0.095,1.3,0.43999999999999995,0.29333333333333333,Normal Fat
1040,savory ground,0.085,1.895,0.074,0.6,4,0.0,0.0,1.0,1.1486486486486487,0.1416666666666667,Normal Fat
1041,black pepper,0.034,2.505,0.2,0.6,6,0.04,0.065,1.5,0.17,0.05666666666666667,Normal Fat
1042,spearmint fresh,0.049,1.261,0.2,0.4,3,0.068,0.022,0.5,0.245,0.1225,Normal Fat
1043,poultry seasoning,0.1,50.0,0.4,0.5,14,0.094,0.079,2.9,0.25,0.2,Normal Fat
1044,nutmeg ground,0.6,6.656,0.1,0.5,12,0.056,0.088,1.1,5.999999999999999,1.2,Normal Fat
1045,curry powder,0.1,7.681,0.8,2.1,20,0.3,0.2,3.7,0.125,0.047619047619047616,Normal Fat
1046,peppermint,0.016,0.423,0.038,0.1,1,0.034,0.051,0.2,0.4210526315789474,0.16,Normal Fat
1047,salt,0.0,4.329,0.0,0.0,0,0.0,0.0,0.0,,,Normal Fat
1048,coriander leaves dried,0.099,0.633,0.1,0.095,2,0.09,0.081,0.3,0.99,1.0421052631578949,Normal Fat
1049,sage ground,0.07,12.796,0.058,0.3,2,0.069,0.013,0.4,1.206896551724138,0.23333333333333336,Normal Fat
1050,garlic powder,0.003,3.269,0.5,0.3,10,0.045,0.016,2.3,0.006,0.01,Normal Fat
1051,dill weed fresh,0.064,1.201,0.3,0.2,4,0.022,0.052,0.6,0.21333333333333335,0.32,Normal Fat
1052,cardamom,0.065,10.7,0.2,0.6,6,0.038,0.071,1.4,0.325,0.10833333333333334,Normal Fat
1053,saffron,0.047,0.682,0.071,0.002,2,0.1,0.05,0.5,0.6619718309859155,23.5,Normal Fat
1054,allspice ground,0.034,15.5,0.1,0.4,5,0.084,0.063,1.4,0.34,0.085,Normal Fat
1055,parsley fresh,0.016,0.509,0.1,0.1,1,0.037,0.01,0.2,0.16,0.16,Normal Fat
1056,oregano dried,1.6,126.9,9.0,42.5,265,0.7,1.4,68.9,0.17777777777777778,0.037647058823529415,Normal Fat
1057,marjoram dried,0.056,2.032,0.2,0.7,5,0.076,0.093,1.0,0.27999999999999997,0.08,Normal Fat
1058,chives raw,0.083,0.417,0.03,0.044,1,0.09,0.002,0.1,2.766666666666667,1.8863636363636365,Normal Fat
1059,fireweed leaves,0.0,108.3,1.1,2.4,24,0.0,0.0,4.4,0.0,0.0,Normal Fat
1060,rosemary fresh,0.016,0.369,0.005,0.012,1,0.0,0.072,0.1,3.2,1.3333333333333333,Normal Fat
1061,garlic,0.033,1.253,0.2,0.064,4,0.078,0.089,0.9,0.165,0.515625,Normal Fat
1062,cinnamon ground,0.074,30.0,0.1,1.4,6,0.08,0.044,2.1,0.7399999999999999,0.05285714285714286,Normal Fat
1063,chervil dried,0.066,28.777,0.4,0.2,5,0.033,0.031,0.9,0.165,0.33,Normal Fat
1064,cayenne pepper,0.043,0.988,0.039,0.052,1,0.082,0.023,0.2,1.1025641025641024,0.8269230769230769,Normal Fat
1065,turmeric ground,0.093,7.8,0.2,0.5,8,0.014,0.019,1.4,0.46499999999999997,0.186,Normal Fat
1066,mustard,0.021,1.046,0.2,0.2,3,0.1,0.086,0.3,0.105,0.105,Normal Fat
1067,chili powder,0.061,3.182,0.4,0.9,8,0.029,0.2,1.3,0.1525,0.06777777777777777,Normal Fat
1068,thyme dried,2.7,120.6,9.1,37.0,276,0.5,1.2,63.9,0.29670329670329676,0.07297297297297298,Normal Fat
1069,spearmint dried,0.09,0.649,0.094,0.1,1,0.018,0.057,0.3,0.9574468085106382,0.8999999999999999,Normal Fat
1070,basil dried,0.02,1.0,0.2,0.3,2,0.038,0.076,0.3,0.09999999999999999,0.06666666666666667,Normal Fat
1071,dandelion greens cooked,0.0,180.2,2.1,3.0,35,0.0,0.0,6.7,0.0,0.0,Normal Fat
1072,basil fresh,0.069,0.752,0.2,0.1,2,0.019,0.03,0.2,0.34500000000000003,0.6900000000000001,Normal Fat
1073,dock,0.0,12.2,2.7,3.9,29,0.0,0.0,4.3,0.0,0.0,Normal Fat
1074,garden cress cooked,0.001,124.0,2.6,0.9,31,0.3,0.3,5.1,0.0003846153846153846,0.0011111111111111111,Normal Fat
1075,onion powder,0.068,12.389,0.2,0.4,8,0.036,0.077,1.9,0.34,0.17,Normal Fat
1076,dandelion greens raw,0.012,132.8,1.5,1.9,25,0.041,0.2,5.1,0.008,0.006315789473684211,Normal Fat
1077,yokan,0.064,9.059,0.5,0.0,36,0.072,0.003,8.5,0.128,,Normal Fat
1078,fava beans cooked,0.1,56.778,12.9,9.2,187,0.1,0.3,33.4,0.007751937984496124,0.010869565217391306,Normal Fat
1079,french beans raw,0.4,559.7,34.6,46.4,631,0.3,2.2,118.0,0.011560693641618497,0.008620689655172414,Normal Fat
1080,chickpeas canned,0.5,198.7,17.8,0.0,352,1.2,2.4,57.0,0.028089887640449437,,Normal Fat
1081,yellow beans cooked,0.5,81.7,16.2,18.4,255,0.2,0.8,44.7,0.0308641975308642,0.027173913043478264,Normal Fat
1082,mung beans cooked,0.2,69.586,14.2,15.4,212,0.1,0.3,38.7,0.014084507042253523,0.012987012987012988,Normal Fat
1083,white beans canned,0.2,287.0,19.0,12.6,299,0.073,0.3,55.5,0.010526315789473684,0.015873015873015876,Normal Fat
1084,pink beans cooked,0.2,73.103,15.3,9.0,252,0.045,0.4,47.2,0.013071895424836602,0.022222222222222223,Normal Fat
1085,pink beans raw,0.6,495.1,44.0,26.7,720,0.2,1.0,134.8,0.013636363636363636,0.02247191011235955,Normal Fat
1086,navy beans raw,0.4,543.9,46.4,50.8,701,0.5,2.9,126.4,0.008620689655172414,0.007874015748031498,Normal Fat
1087,snap beans cooked,0.005,16.848,2.4,4.0,44,0.02,0.2,9.9,0.0020833333333333333,0.00125,Normal Fat
1088,black eyed cowpeas raw,0.1,227.3,4.3,7.3,131,0.003,0.2,27.3,0.023255813953488375,0.013698630136986302,Normal Fat
1089,edamame cooked,1.0,49.248,18.5,8.1,189,2.0,3.3,13.8,0.05405405405405406,0.1234567901234568,Normal Fat
1090,black eyed cowpeas cooked,0.2,47.9,5.2,8.3,160,0.1,0.3,33.5,0.038461538461538464,0.024096385542168672,Normal Fat
1091,hyacinth beans cooked,0.2,191.981,15.8,0.0,227,0.076,0.5,40.2,0.012658227848101266,,Normal Fat
1092,cowpeas canned,0.3,110.1,11.4,7.9,185,0.1,0.6,32.7,0.02631578947368421,0.03797468354430379,Normal Fat
1093,pinto beans cooked,0.2,77.502,15.4,15.4,245,0.2,0.3,44.8,0.012987012987012988,0.012987012987012988,Normal Fat
1094,winged beans cooked,1.4,305.6,18.3,0.0,253,3.7,2.7,25.7,0.07650273224043715,,Normal Fat
1095,pinto beans raw,0.5,434.4,41.3,29.9,670,0.4,0.8,120.7,0.012106537530266345,0.016722408026755852,Normal Fat
1096,black turtle beans raw,0.4,496.1,39.1,28.5,624,0.1,0.7,116.4,0.010230179028132993,0.014035087719298246,Normal Fat
1097,fava beans raw,0.4,333.1,39.2,37.5,512,0.5,0.9,87.4,0.01020408163265306,0.010666666666666668,Normal Fat
1098,lima beans canned,0.095,114.8,11.9,11.6,190,0.087,0.2,35.9,0.007983193277310924,0.008189655172413794,Normal Fat
1099,hyacinth beans raw,0.6,518.8,50.2,53.8,722,0.2,1.5,127.6,0.011952191235059759,0.011152416356877323,Normal Fat
1100,white beans raw,0.4,707.2,47.2,30.7,673,0.1,0.7,121.7,0.00847457627118644,0.013029315960912053,Normal Fat
1101,snap beans canned,0.1,150.2,3.5,6.6,66,0.027,0.2,15.4,0.028571428571428574,0.015151515151515154,Normal Fat
1102,navy beans canned,0.3,217.5,19.7,13.4,296,0.073,0.5,53.6,0.015228426395939087,0.022388059701492536,Normal Fat
1103,mung beans raw,0.7,512.2,49.4,33.7,718,0.3,0.8,129.6,0.01417004048582996,0.020771513353115723,Normal Fat
1104,adzuki beans raw,0.4,328.8,39.1,25.0,648,0.034,0.2,123.9,0.010230179028132993,0.016,Normal Fat
1105,black turtle beans cooked,0.2,76.721,15.1,15.4,241,0.002,0.3,45.0,0.013245033112582783,0.012987012987012988,Normal Fat
1106,pink lentils raw,0.7,282.9,47.9,20.7,662,1.0,2.2,113.6,0.014613778705636743,0.033816425120772944,Normal Fat
1107,yellow beans raw,1.3,555.5,43.1,49.2,676,0.4,2.2,119.0,0.030162412993039442,0.026422764227642274,Normal Fat
1108,white beans cooked,0.2,74.959,17.4,11.3,249,0.044,0.3,44.9,0.01149425287356322,0.017699115044247787,Normal Fat
1109,lentils raw,0.3,355.9,49.5,58.6,678,0.4,1.0,115.4,0.006060606060606061,0.005119453924914676,Normal Fat
1110,cranberry beans cooked,0.2,78.8,16.5,17.7,241,0.088,0.4,43.3,0.012121212121212121,0.01129943502824859,Normal Fat
1111,chickpeas raw,1.3,437.3,38.6,34.8,728,2.7,5.4,121.3,0.03367875647668394,0.03735632183908046,Normal Fat
1112,lentils cooked,0.1,75.118,17.9,15.6,230,0.1,0.3,39.9,0.005586592178770951,0.006410256410256411,Normal Fat
1113,baked beans canned,0.2,166.5,12.1,10.4,239,0.2,0.3,53.7,0.01652892561983471,0.019230769230769232,Normal Fat
1114,cranberry beans canned,0.2,165.3,14.4,16.4,216,0.083,0.3,39.3,0.01388888888888889,0.012195121951219514,Normal Fat
1115,black beans cooked,0.2,121.9,15.2,15.0,227,0.02,0.4,40.8,0.013157894736842106,0.013333333333333334,Normal Fat
1116,lima beans cooked,0.2,68.6,14.7,13.2,216,0.022,0.3,39.3,0.01360544217687075,0.015151515151515154,Normal Fat
1117,mungo beans raw,0.2,517.0,52.2,37.9,706,0.2,2.2,122.1,0.0038314176245210726,0.005277044854881267,Normal Fat
1118,pigeon peas raw,0.7,484.3,44.5,30.8,703,0.065,1.7,128.7,0.015730337078651683,0.022727272727272724,Normal Fat
1119,fava beans canned,0.092,129.7,14.0,9.5,182,0.1,0.2,31.8,0.006571428571428571,0.00968421052631579,Normal Fat
1120,yellow snap beans raw,0.097,66.7,1.8,3.4,31,0.094,0.013,7.1,0.05388888888888889,0.028529411764705883,Normal Fat
1121,snap beans raw,0.051,61.9,1.8,2.7,31,0.016,0.1,7.0,0.028333333333333332,0.018888888888888886,Normal Fat
1122,yellow snap beans canned,0.076,82.1,1.9,3.6,36,0.064,0.1,8.4,0.04,0.021111111111111112,Normal Fat
1123,pigeon peas cooked,0.1,136.5,11.4,11.3,203,0.05,0.3,39.1,0.008771929824561403,0.008849557522123894,Normal Fat
1124,catjang cowpeas raw,0.9,321.9,39.8,17.9,573,0.3,1.5,99.6,0.022613065326633167,0.05027932960893855,Normal Fat
1125,navy beans cooked,0.2,212.5,15.0,19.1,255,0.3,0.9,47.4,0.013333333333333334,0.010471204188481676,Normal Fat
1126,mothbeans raw,0.7,491.9,45.0,0.0,672,0.3,1.5,120.6,0.015555555555555555,,Normal Fat
1127,cowpeas cooked,0.037,25.166,5.4,4.6,81,0.039,0.2,14.5,0.006851851851851851,0.008043478260869565,Normal Fat
1128,mothbeans cooked,0.2,64.6,13.8,0.0,207,0.062,0.5,37.1,0.014492753623188406,,Normal Fat
1129,french beans cooked,0.1,73.3,12.5,16.6,228,0.046,0.8,42.5,0.008,0.006024096385542168,Normal Fat
1130,lima beans raw,0.3,343.6,38.2,33.8,602,0.1,0.6,112.8,0.007853403141361256,0.008875739644970414,Normal Fat
1131,winged beans raw,4.2,1032.0,54.0,47.1,744,10.9,7.9,75.9,0.07777777777777778,0.089171974522293,Normal Fat
1132,adzuki beans cooked,0.067,92.2,17.3,16.8,294,0.021,0.024,57.0,0.0038728323699421968,0.0039880952380952385,Normal Fat
1133,black beans raw,0.7,444.1,41.9,30.1,662,0.2,1.2,121.0,0.016706443914081145,0.02325581395348837,Normal Fat
1134,catjang cowpeas cooked,0.3,56.7,13.9,6.2,200,0.1,0.5,34.7,0.021582733812949638,0.04838709677419355,Normal Fat
1135,baby lima beans cooked,0.1,58.952,12.0,10.8,189,0.06,0.3,35.0,0.008333333333333333,0.009259259259259259,Normal Fat
1136,cowpeas raw,0.082,108.4,3.1,3.1,41,0.074,0.1,8.9,0.026451612903225806,0.026451612903225806,Normal Fat
1137,shellie beans canned,0.034,28.668,4.3,8.3,74,0.07,0.3,15.2,0.007906976744186047,0.004096385542168675,Normal Fat
1138,yardlong beans raw,0.6,412.2,40.6,18.4,579,0.2,0.9,103.4,0.014778325123152709,0.03260869565217391,Normal Fat
1139,pinto beans canned,0.3,177.7,11.0,11.0,197,0.3,0.5,36.4,0.02727272727272727,0.02727272727272727,Normal Fat
1140,chickpeas cooked,0.4,163.4,14.5,12.5,269,1.0,1.9,45.0,0.027586206896551727,0.032,Normal Fat
1141,cranberry beans raw,0.6,470.1,44.9,48.2,653,0.2,1.0,117.1,0.013363028953229399,0.012448132780082987,Normal Fat
1142,mungo beans cooked,0.065,159.5,13.6,11.5,189,0.001,0.6,33.0,0.004779411764705883,0.005652173913043478,Normal Fat
1143,tamarinds,0.023,1.708,0.057,0.1,5,0.038,0.036,1.3,0.40350877192982454,0.22999999999999998,Normal Fat
1144,yellow snap beans cooked,0.037,17.003,2.4,4.1,44,0.065,0.2,9.9,0.015416666666666667,0.00902439024390244,Normal Fat
1145,yardlong beans cooked,0.2,58.2,14.2,6.5,202,0.027,0.3,36.1,0.014084507042253523,0.03076923076923077,Normal Fat
1146,bacon beef steak,4.5,25.4,8.2,0.0,146,6.2,1.2,0.2,0.5487804878048781,,Normal Fat
1147,lamb foreshank raw,26.4,204.0,85.8,0.0,912,24.9,4.8,0.0,0.3076923076923077,,High Fat
1148,bacon,0.0,14.8,3.3,0.0,106,0.0,0.0,0.2,0.0,,Normal Fat
1149,lamb rib cooked,32.6,190.1,53.9,0.0,915,31.9,5.5,0.0,0.6048237476808905,,High Fat
1150,lamb shank raw,26.3,189.6,84.3,0.0,912,25.1,4.9,0.0,0.31198102016607354,,High Fat
1151,scrapple,1.3,13.63,2.3,0.052,60,1.7,0.5,4.0,0.5652173913043479,25.000000000000004,Normal Fat
1152,chicken nuggets,0.7,10.792,3.2,0.2,61,1.5,1.3,3.0,0.21874999999999997,3.4999999999999996,Normal Fat
1153,ground lamb cooked,25.4,213.5,77.5,0.0,886,26.0,4.4,0.0,0.3277419354838709,,High Fat
1154,lamb meat cooked,18.6,153.6,63.8,0.0,678,19.1,3.2,0.0,0.29153605015673983,,High Fat
1155,meat extender,0.4,275.3,33.5,15.4,275,0.6,1.5,33.7,0.011940298507462687,0.025974025974025976,Normal Fat
1156,lamb leg raw,33.7,206.9,81.2,0.0,1043,31.8,6.1,0.0,0.41502463054187194,,High Fat
1157,lamb loin cooked,6.3,44.9,16.1,0.0,202,6.2,1.1,0.0,0.3913043478260869,,Normal Fat
1158,chicken patty,2.2,40.5,8.9,0.2,172,5.0,2.9,7.7,0.24719101123595508,11.0,Normal Fat
1159,lamb shank roasted,13.7,136.7,71.0,0.0,605,14.2,2.4,0.0,0.19295774647887323,,High Fat
1160,barbecue loaf,0.7,20.1,3.6,0.0,40,1.0,0.2,1.5,0.19444444444444442,,Normal Fat
1161,lamb sirloin cooked,22.9,152.7,64.5,0.0,765,22.8,3.9,0.0,0.35503875968992243,,High Fat
1162,poultry salad,0.4,5.781,1.5,0.0,26,0.4,0.8,1.0,0.26666666666666666,,Normal Fat
1163,ground lamb raw,2.9,16.2,4.7,0.0,80,2.7,0.5,0.0,0.6170212765957447,,Normal Fat
1164,lamb loin raw,3.3,16.8,4.6,0.0,88,3.1,0.6,0.0,0.717391304347826,,Normal Fat
1165,lamb sirloin raw,44.1,229.8,76.8,0.0,1234,41.2,7.8,0.0,0.57421875,,High Fat
1166,sausage patty mcdonalds,3.6,22.7,4.3,0.0,115,4.7,1.4,0.4,0.8372093023255814,,Normal Fat
